沙坪坝区井口街道有道路路面破损,【网上12345】井口美丽阳光家园212国道路段，破损非常严重，经过多次修补，根本没有解决问题，路面极不平整，井盖下沉，坑坑洼洼，车辆避让容易发生事故，。特别是晚上，货车过路，好像打雷一样，噪音极大，严重影响几万居民的生活和休息，而几年了，根本没人管！,2022-06-16 17:16:29,沙坪坝区城市管理局已组织工人对破损路面进行修复，保障车辆通行安全。
沙坪坝区永辉超市新桥店安装的制冷设备噪音扰民,【网上12345】永辉超市新桥店冷却塔安装在新桥新都小区1栋住宅楼旁边，约两层楼高，安装位置本身就不符合环保要求，且未做任何隔音措施，附件居民每日生活在巨大的噪音中，已严重影响我们的正常生活。请有关部门到现场查验，责令其搬迁或整改，直至满足环保要求，还周边居民一个安静舒适的居家环境。,2022-06-08 11:29:57,经沙坪坝区新桥街道办事处现场核实，已督促永辉超市立即整改，目前已将排风口调整方向，背对居民区，并安装百叶窗进行降噪处理。
北碚区解放路小区自来水管破裂影响居民正常用水,【网上12345】解放路50号7、8单元，52号1、2单元居民楼突发主水管破裂，几十户家庭停水，请社区相关人员尽快解决。,2022-05-25 17:08:00,经北碚区水土街道办事处核实，该小区为老旧小区，自来水管破裂系年久失修所致。经安排工作人员维修，供水已及时恢复正常。下一步将加强辖区类似小区自来水管日常检修。
江北区大川滨水城小区附近新建人行天桥的扶梯未启用导致市民通行不便,【网上12345】江北区石马河街道大川滨水城门口人行天桥2022年1月份完工后，两边的电梯通道一直关闭，相当于四个方向通行的天桥被关闭了四分之三，所以几乎没人走人行天桥过马路，浪费了修天桥钱，天桥还占用了大部分的路边通道增加了走下面过马路的安全隐患。天桥上封闭电梯通道用的仅仅是一片很薄的铁皮，很容易被挤倒，存在很大的安全隐患。江北区住建委对天桥的电梯通道迟迟不能通行的解释说法逻辑不清，语句混乱，根本就是在掩盖问题。,2022-05-18 17:09:18,经江北区住房城乡建委核实，该人行天桥的扶梯未投入使用系调试未结束所致，已督促施工方抓紧时间调试，并组织验收，现已投入使用。
北碚区翡翠湖小学附近人行道不时有碎石掉落存在安全隐患,【网上12345】翡翠湖小学门口红绿灯附近堡坎有石头冲到了行人道上，很危险，娃儿很多，能不能早点处理。,2022-05-12 08:13:57,经北碚区童家溪镇工作人员现场核实，已立即安排工人对堡坎进行加固处理，并将掉落至人行道上的碎石清扫干净，消除安全隐患。
渝中区星辰花园小区部分居民占用消防通道停车存在安全隐患,【网上12345】渝中区解放西路225号星辰花园，消防通道一直被停车占用，行人通行道路也被占完了,2022-04-24 18:23:43,经渝中区南纪门街道办事处工作人员现场核实，已对违规安装的地锁进行拆除，对涉事居民进行教育，并将加强后期监管。 
万州区陶家坪小区污水管道破裂影响居住环境,【网上12345】您好，我是陶家坪13号楼8单元的住房。因我们楼栋下的污水管道破裂，一直流水不止。已向社区居委会反映。但居委会表示，因原管理部门管理权限到期已做交接，但新管理部门一直未接手，现无人处理。因我们陶家坪13号楼8单元为建立在防护坡上，而污水管道破裂处就在防护坡上。大量流水会产生严重的安全隐患。请求尽快派专业部门处理。,2022-04-19 10:25:20,经万州区钟鼓楼街道办事处核实，污水管道破裂情况属实，社区已安排人员对破裂的管道进行疏通修复，现已处置完毕。
合川区学院路一智能语音红绿灯播报声扰民,【网上12345】涪江二桥桥下学院路红绿灯语音声音太大  每天早上5点多就开始播报  声音还大  对于浅眠的市民严重影响居民睡眠质量  建议关闭语音播报或调小音量,2022-04-07 19:33:13,经合川区公安局现场核实，已关闭该处智能语音红绿灯的播报功能，并根据其他路口周边环境实际情况，对全区同类交通设施的播报时间和音量进行优化调整，避免扰民。
北碚区水土街道一居民楼外墙瓷砖松动存在隐患,【网上12345】重庆市北碚区水土街道解放路92号楼栋瓷砖掉落，容易砸伤人，麻烦社区尽快解决。,2022-03-28 11:47:17,经北碚区水土街道办工作人员现场核实，已在该楼栋显眼位置张贴警示标识，并立即联系专业施工单位对松动瓷砖进行清理，目前已清理完毕。同时，加强对其他楼栋同类隐患的排查整改，保障市民安全通行。
南岸区长嘉汇房地产项目工地扬尘影响居民正常生活,【网上12345】长嘉汇修房子，没降尘处理，周围灰尘太大了。每天关着门窗，晚上开窗一屋子都是灰。,2022-03-18 10:02:12,经南岸区涂山镇政府工作人员现场核实，已督促施工方立即整改，在施工时段采取炮雾机、人工洒水等方式降尘，并加大日常巡查力度，最大限度降低工地扬尘对居民的影响。
北碚区黄金堡休闲广场石梯步道未安装护栏存在隐患,【网上12345】重庆市北碚区水土街道九龙社区黄金堡广场玩耍的小朋友比较多，广场后台没有安全护栏，希望社区解决此问题。,2022-03-15 14:23:51,经北碚区水土街道办事处核实，立即对黄金堡休闲广场存在一定隐患的石梯步道安装了不锈钢护栏和安全标识，消除隐患。
渝中区春语江山小区二次供水时常出现问题,【网上12345】渝中区春语江山小区2号楼二次供水长期故障（停水、水压小），严重影响居民生活，请有关部门重视，为群众办实事，及时督促相关维保单位全面整改。,2022-03-08 09:13:55,经渝中区两路口街道办事处现场核实，春语江山小区为老小区，二次供水水压不足系供水设备配件老化所致，已要求物业公司抓紧处理，联系水厂更换供水设备配件，现供水已恢复正常。
渝北区渝鲁大道附近道路施工噪音扰民,【网上12345】渝鲁轨道站外的主干道上，施工后搭建钢板，又不牢固，车流量巨大， 地处下坡处，车辆碾压钢板，噪音巨大!,2022-02-28 11:25:56,渝北区龙塔街道办事处第一时间督促施工方进行整改，在路面钢板下增设棕垫层，噪音问题现已得到根本改善。下一步，将加强施工工地的巡查检查，督促施工方文明施工，最大限度降低对附近居民正常生活的影响。
南岸区涂山镇滨江实验学校门口道路破损需修复,"【网上12345】尊敬的政府，在我们美丽的重庆，在我们南岸区滨江实验学校，在我们居委会1000米范围内，在靠近南滨路1000米的地方。在滨江实验幼儿园学校门口，还有1条学生上学，小区业主出行，毕竟道路，过去，是公路加人行道，在融创进场施工期间，不仅扬尘满天飞，污水满街流（化粪池），截至2021年12月放学时，道路还勉强可以通行。2022年开学季，1条泥巴路面，人车混行，没有道路标识，没有学生通道，就只有1条泥巴路，长达50米左右，泥巴路又是处于陡坡上，阳光100小区19栋楼，每天通行人数上千人，业主买菜，学生上学，那泥巴路是必经之路，政府是不作为，懒政，还是政府监督督促了融创硬化学生通道，融创没有落实，其中只有政府知道，老百姓在忍无可忍之时，也就无需忍，可以现场拉横幅，向政府诉求，表示抗议。
也期待政府领导亲临现场，看看实际情况，看看老人，学生，通行是否安全，政府有没有责任，政府应不应该问责。
难道政府就没有开车通过此路段，难道1000米范围内的居委会就不知道，还是说知道不作为。",2022-02-22 14:18:47,经南岸区涂山镇城管执法大队核实，目前该路段已修复完毕，将加大日常巡查力度，督促施工方加强管理维护，定期冲洗保洁，确保附近居民及学生安全通行。
江北区观音桥观鸿大道存在机动车占道乱停现象,【网上12345】观音桥环道，燃气小区观鸿大道门口，本是一个十字路口，路面有人行横道线，路口有红绿灯，是行人和车辆密集通过之处。现在每天在路口停满车辆，压在人行横道线上，影响行人通行，同时挡住从小区出来的车辆通行和视线，极易发生交通事故。望交巡警整治，消除危险隐患。,2022-01-27 15:57:22,观音桥辖区民警已及时对该路段违停车辆进行整治，并将加强对该路段违停行为的查处力度。
北碚区隆鑫爱琴海小区车库坑洼不平致车辆出入不便,【网上12345】本人蔡家爱情海3期10栋1单元业主，投诉小区物业不作为，3期10栋1单元车库负二层地面坑坑洼洼，影响本单元居民出行，多次电话反应未得到问题处理！,2022-01-20 16:13:53,经蔡家街社区核实，群众反映情况属实。社区已及时联系物业公司安排工作人员进行处理，受损地面现已恢复。
两江新区康庄美地B区11栋外墙排污管道断裂致污水横流,【网上12345】2022年1月5日本人致电深国贸物业管理有限公司，告知其辖区康庄美地B区11栋1楼外墙污水管断裂，污水外泄已经好几天了，一直没有工作人员现场查看。物业管理人员以及社区工作人员均口头答应维修，截止目前2022年1月10日，任然没有工作人员上门查看、修缮，导致居民一直生活在臭水沟中，苍蝇蚊虫四起，臭气熏天。物业工作人员此番做事风格，已经不是第一次，不但不主动巡查小区，排查安全事故！反而对居民报修的事件，经常都拖延很久才处理，有时甚至不处理。希望相关部门体恤民情、救民于水火！,2022-01-12 11:44:40,经康庄美地社区核实，群众反映情况属实。物业公司已及时安排维修师傅对受损排污管道进行了修复，现已恢复正常。
渝中区朝天门陕西路一处生活垃圾长时间未清理,【网上12345】朝天门陕西路32号34号院坝，长期有居民堆大件垃圾，希望装个摄像头。,2022-01-07 17:10:52,经渝中区朝天门街道办事处工作人员现场核实，群众反映情况属实。已及时安排清洁工人前往清理，后续将加强巡查检查，保障卫生干净的市容环境。
北碚区名流印象小区附近洗车店占道经营影响通行,【网上12345】我是名流印象高层二期的一名业主，在名流印象高层二期与隆鑫爱情海三期之间的马路两侧，约莫七八家洗车/修车店长期占道经营，造成路面大面积凹陷，行人通行困难等问题，严重影响周边居住的安全通行，有极大的安全隐患，望相关部门加强监管，防患于未然，避免灾祸。,2021-12-22 18:57:43,经北碚区蔡家岗街道办事处工作人员现场核实，群众反映情况属实。已对占道洗车车辆进行劝离，并告知相关门店加强管理，同时对松动的人行道地砖进行修补。下一步，将继续加强巡查，发现问题及时处理。
渝中区陕西路一居民楼张贴“牛皮癣”小广告影响市容环境,【网上12345】陕西路9号居民楼栋牛皮癣较多，建议有关部门督促物业及时清理。,2021-12-15 20:34:09,经渝中区朝天门街道工作人员现场查看，群众反映情况属实。已安排清洁公司清理完毕，下一步将加大巡查巡检力度，保障干净卫生的市容环境。
重庆师范大学附近共享单车占道停车现象严重,【网上12345】大学城北路与大学城西路交叉口，靠近重庆师范大学一侧，路口处共享电瓶车经常占用人行道违规停放，把整个人行道都塞满，导致行人不得不走到马路上去。不仅安全隐患极大，而且严重影响市容市貌。建议加强对此处的整顿，及时拖离、没收违规停放的共享电动车。并对在此处占用人行道投放车辆的共享单车企业予以警告、罚款等措施。,2021-12-11 11:36:09,经核实，群众反映情况属实。已联系共享单车管理单位及时清理占道停放的共享单车，并要求其加强对辖区共享单车的监管，同时加强对学校、车站周边等重点区域的巡查管理，规范共享单车停放秩序。
大渡口区揽江公园篮球场封闭影响群众锻炼,【网上12345】揽江公园 鱼洞长江大桥下新建一个篮球场 羽毛球场，附件居民都会到这里进行锻炼，这几天突然就把篮球场上了锁，附近没有任何说明，希望得到回馈原因。,2021-12-08 10:50:23,经大渡口区城市管理局核实：揽江公园主体建成后，施工方在对园内篮球场日常巡查过程中发现园内部分设施未达到移交标准，为保障安全，对篮球场进行封闭整改。目前整改工作已结束，篮球场已重新向市民开放使用。
渝北区紫福路社区街道行道树需及时修剪,【网上12345】东西向的紫福路，紫薇支路，紫园路，南北向的紫薇路，天和路，黄龙路，上述街道的树木均为小叶榕树，多年来生长太过茂盛，从未经过修剪，采光差，地面潮湿易生青苔，给周边居住人员造成极大不便。多次像市长热线反应，渝北区园林绿化有关部门也承诺尽快修剪，但是三年以来始终没有看到动静，并找各种借口搪塞，包括不限于路边停车、天气太热、工人不够等等理由。近期已入冬，再不修理，难道又要等到明年暑日？？？万望重视，解民倒悬。,2021-11-14 14:41:09,经渝北区城市管理局核实，群众反映情况属实。目前，除部分高压电线旁的行道树需与电力公司商定修剪计划外，其余行道树已及时安排修剪。
沙坪坝区陈家桥街道一安置房小区燃气管道锈蚀,【网上12345】首先感谢社区回复此隐患发现过程及后续粗略整改计划，但是立管锈蚀破裂时间距今已发生49天，最后回复“已计划对该小区户内立管进行整体改造”，含糊其辞，这个“改造”是指继续刷漆？还是全部更换立管？鉴于最近全国燃气事故频发，建议燃气公司更换立管，彻底消除安全隐患！望燃气公司拿出改造的具体方案和时间，让我们普通百姓安心、安全使用天然气，谢谢。,2021-11-05 13:17:05,经重庆燃气集团沙坪坝区分公司核实：群众反映该处部分燃气管道锈蚀情况属实，该片区燃气管理站已拟定整改方案对锈蚀燃气管道进行改造，已彻底消除安全隐患。
北碚区西大附中附近人行道路灯故障影响市民通行,【网上12345】北碚区西大附中（本部）大门公路边的路灯坏了1个，相邻路灯位置需要修剪树枝,2021-10-20 15:14:19,经北碚区城市管理局核实，群众反映人行道路灯故障情况属实。路灯处管理维护人员已及时到现场对故障路灯进行修复，现已恢复照明。
巴南区西流沱汇滨一路占道停车现象突出影响市民通行,【网上12345】西流沱周边，汇滨一路到处都是违停车辆，之前反应过后，没有任何改善， 出行实在是不方便。容易出交通事故，把路变窄了，麻烦领导处理好行不？投诉了跟没投诉一样，还是一样的路边到处都是违停车辆！,2021-10-14 03:22:33,"经巴南区公安分局核实：群众反映车辆违停情况属实。交巡警支队已进一步加大对该路段车辆违停现象的整治力度，对违停车辆进行处罚，并通过发放宣传资料、流动警车喊话等方式开展宣传引导，保障出行畅通。
"
两江新区金和苑小区电梯频繁出现故障,【网上12345】金和苑小区自2021年上半年以来，多栋楼宇出现电梯反复多次频繁故障的情况，住户业主被关、急速下坠、停摆等情况时有发生。业主多次向物业管理公司（重庆市佳耜物业管理有限责任公司）反映要求电梯维保公司（重庆渝高电梯有限公司）提出彻底维修整改方案，但屡修屡坏，维修之后常常维持不了一两天。电梯公司也存在恶意遗留故障隐患以获取维修资金的嫌疑。根据目前电梯频率（12345每栋平均每天大概故障1-2次）可以看出现阶段电梯维修维护和管理上存在严重问题，若不能有效解决恐将严重影响小区业主安全。希望质监部门和第三方机构能介入对小区电梯情况进行客观全面评估，并督促尽快更换电梯维保公司，或者对不负责及无法胜任的维保人员进行调换，为下一步整治小区电梯安全隐患提供方向。也请上级部门督促有关机构认真落实，并彻查物业公司和电梯维保公司是否存在严重失职、不作为、乱作为等情况，保障人民群众生命健康安全,2021-09-29 13:17:55,经两江新区金和社区核实，群众反映情况属实。物业公司表示因前期电梯配件缺失，未能彻底完成维修。现配件已到货并及时更换，经测试电梯未再出现故障，已恢复正常运行。
渝北区丽景天成小区部分业主破坏公共绿化带进行违章搭建,【网上12345】丽景天成小区是居民小区，5幢1单元1楼利用两套居民住房改建成公司办公用房，公司牌子挂的重庆市建筑工程设计院渝北联络处。该业主利用房前公共绿化带私挖鱼塘、开垦菜地、砍伐门前行道树、私自搭建钢管架，存在很大的安全隐患。经小区业委会多次向物业、社区反应无果。恳请相关执法部门介入查处，以还小区宜居生态环境。,2021-09-28 14:13:43,经渝北区双龙湖街道锦湖路社区核实：群众反映情况属实。丽景天成小区物业管理处已向涉及违章搭建的业主发放《整改通知书》。目前，违章搭建已拆除。
永川区汇龙一路人行道多处窨井盖损坏,【网上12345】目前在一转盘往汇龙小学方向路上有好几个井盖已经坏掉了，其中有一个井盖都坏掉了一半，半大的小孩都可以掉进去，请尽快维修，附近有小学，小孩比较多，井盖坏掉实在太危险了。,2021-09-18 03:14:52,"永川区城市管理局已安排维修人员对该路段破损窨井盖进行更换，消除安全隐患。
"
两江新区民心佳园小区篮球场照明灯故障无人维修,【网上12345】我是民心佳园A2区这面的一名住户，平常喜欢打篮球，但是A2区的篮球场配置的六个照明灯，只有其中三个是好的，亮的，其他三个都是不亮的，晚上打球根本看不清，而且球场边上的树木太茂密了，把亮着的三个灯光线都挡完了~给小区物管打了几次电话，反映了几次这个问题，一直都说会安排师傅来维修，现在都拖了几个月，还没有人来维修。,2021-09-09 12:58:55,民心佳园社区已立即安排工作人员对群众反映问题进行核实处理。经了解：小区物业公司已及时安排维修人员修复损坏照明灯并及时修剪枝叶，该问题已得到解决。
南岸区和泓阳光小区公共绿化区域被破坏,"【网上12345】尊敬的市长：您好！
    我是南岸区和泓阳光小区业主，该小区物业公司为重庆和泓物业服务有限公司。该物业公司在未取得小区业主同意的情况下，擅自拆除小区公共绿化区域，截止2021年8月31日中午，已拆除小区篮球场与2栋之间的部分绿化区域，目前物业公司还在拆除小区其他的公共绿化区域。
    该行为已严重损害小区全体业主的利益，也涉嫌违法，在与物业沟通无果后，遂向市领导反馈，望领导核实后及时制止物业的违法行为，万分感谢！",2021-09-01 13:25:24,南岸区海峡路社区工作人员立即到现场查看，经了解，该小区被破坏的绿化区域为物业公司原计划改造的垃圾分类定点投放处，因未事先征求小区业主同意，现已经恢复为绿地，并另寻地址设立垃圾投放点。
九龙坡区华宇锦绣花城小区附近货车深夜超速鸣笛通行,【网上12345】华宇锦绣花城二三期与民安华福a区之间的华凤大道，大货车长期高速通过，此处为长下坡，大货车从来不减速，一边按大喇叭造成噪音污染（特别是深夜）一边狂飚，不顾行人安全，导致此处经常发生交通事故，造成人员伤亡。希望此路段限速且禁止鸣笛,2021-08-20 13:18:03,经九龙坡区华岩镇民安华福社区核实，群众反映情况属实。九龙坡区公安分局交巡警支队已责成辖区中梁山大队安排警力对问题区域交通秩序进行整治，及时查处该路段交通违法和不规范行为，规范通行秩序。
南岸区天盈首原小区违章搭建,南岸区天盈首原小区2栋个别业主半夜施工进行违章搭建并破坏承重墙。,2021-08-15 02:54:45,经南岸区花园路街道办事处工作人员现场勘查，该构筑物系违章建筑，群众反映情况属实。现已按照违法建设查处程序逐步进行查处，已向建设主体发送《限期整改通知书》，并通知物业公司对其进行停水停电。
加油站广告位灯光过强扰民,永川区新妇幼保健院对面加油站广告牌24小时开启灯光且亮度过高，影响附近居民日常休息。,2021-08-04 13:01:09,经核实，群众反映情况属实。永川区城市管理局执法人员前往现场查看后，已要求加油站对广告牌发光字体调整光源和亮度，在整改到位前不得开启。目前已整改完毕并经执法人员查验通过。
渝中区虎头岩转盘立交桥扶梯故障影响市民出行,【网上12345】虎头岩转盘立交桥开通数月，可运行日不到10日，周边都是居民小区，老年者，带小孩子的父母很多，取消斑马线后仅靠天桥阶梯极不方便。不了解手扶梯修好后长期不运营的原因？盼复。,2021-07-27 04:02:46,"经渝中区国资委核实，群众反映情况属实。扶梯故障位置为虎歇路天桥附近，因前段时间大雨不断，致扶梯电路出现问题。经抢修，已于7月25日完成扶梯修复工作，目前扶梯已恢复正常运行。
"
巴南区龙华社区下水道井盖破裂致污水外溢,巴南区龙洲湾街道龙华社区一城龙洲小区与江南华都小区之间一下水道井盖破裂，污水外溢致市民通行困难。,2021-07-16 17:13:28,经核实，群众反映情况属实。巴南区龙洲湾街道已及时安排维修人员前往现场对受损井盖进行更换，并使用水泥对井盖周边进行加固，解决污水外溢问题，市民可正常通行。
垫江县协信广场社会生活噪音问题突出,【网上12345】垫江县协信广场后面每天晚上都有人露天KTV，声音非常大，非常难听，从晚六点多开始一直到十点多，每天晚上如此，严重影响周围居民休息。,2021-07-14 15:32:53,"经核实，群众反映情况属实。辖区民警已劝诫相关群体调低设备音量，不影响周边居民休息，并进行政策宣讲要求晚上21时后不得再开展相关活动。在广场活动的群众表示理解并配合工作，目前噪音问题已得到改善。
"
渝北区回兴街道复地花屿城周边占道经营情况突出,【网上12345】汽车和收废旧的物资长期占据了大部分人行道。行人很多时候只能走公路上，很危险尤其是老人和小孩。同时严重影响市容市貌。热切期盼能够整治一下。还市民一个安全、通畅、整洁的人行道。,2021-07-07 15:34:08,经核实，群众反映情况属实。渝北区回兴街道综合执法大队工作人员已对经营者进行政策宣讲与批评教育，目前商家已对违规占道经营行为进行整改。今后的工作中，执法大队将进一步加强对该路段的巡查监管，定期开展专项整治，进一步提升市容秩序。
群众反映线上租房保证金退还困难,【网上12345】58同城公司恶意扣除1000元租房保证金不予退还！客服电话永远打不通。经过多次自证申诉后，58公司任然以各种理由不通过审核。希望市委书记及政府为我们老百姓主持公道。,2021-06-17 13:01:27,群众反映情况属实。经协调，已帮助该群众联系该网络公司将租房保证金退回。
云阳县**世界城小区垃圾投放点设置不合理,【网上12345】云阳金科世界城与星河湾位于云阳县青龙街道扬沙社区，常驻人口近5万，每天产生生活垃圾近50桶。前期，物业将垃圾桶中转设置在小区主公路边，导致邻近高层住户意见较大，长年不交物管费及投诉。现物管为平息高层住户怨气，以“垃圾桶影响城市市容市貌”为由更换到小区两个幼儿园（金科杰夫幼儿园和彩云阳光幼儿园相邻）中间的支公路上，距离两个幼儿园均不出5米，且位于长江风口的上风向，加速气味扩散。市政及物业人员再此完成小区垃圾周转和清洗；垃圾集中时数量庞大，高峰期能产生5／60大桶，天气炎热时更是恶气难闻，路人经过时往往掩鼻快速通过，何况幼儿抵抗力差，垃圾繁衍滋生的细菌会大大增加诱发疾病的风险。孩子是祖国的未来，是我们需要呵护的幼苗，金科物业以牺牲业主孩子的健康为代价争创“市容市貌”的帽子是阻碍社会良序发展的绊脚石，幼儿园及其家长多次向金科物管及县市政相关部门反映均以不属于责任范围内拒受理，无奈之下，恳请市政府出面协调，帮助幼苗们恢复健康的学习和生活环境，谢谢！,2021-06-04 19:34:26,经云阳县青龙街道杨沙社区核实，群众反映情况属实。县城市管理局联合街道、社区相关工作人员开展现场马路办公，督促小区物业管理单位撤除幼儿园附近垃圾投放点，并重新选址设置。经工作，群众反映问题已整改到位。
九龙坡区共荣路占道停车现象突出,【网上12345】在位于九龙坡阅璟山到斌鑫中央公园小区之间的道路人行道有很多私家车占用，并且该区域乱停车很严重，行人走路很不安全，请相关部门管一管，谢谢。,2021-05-29 05:35:15,经九龙坡区中梁山街道核实，群众反映情况属实。目前，街道已安排城管执法大队对该处占道停车行为整治完毕，并在道路两侧拉起了警戒线，严禁车辆穿过警戒线驶入人行道，同时安排城管队员加大巡查频率和执法力度，在该路段设置人行道禁止停车标志牌，确保该路段占道停车问题得以改善。
江北区石马河街道公共停车位被长期占用,【网上12345】在公交车127的终点站江北农场站周围划分了大概十多个公共停车位，但是有一些素质低的市民用废旧摩托车拉上锁链，将公共停车位占为己有。在去年的7、8月份在这里举报过一次，现在这种情况又发生了。这种行为不仅占用了大家的公共资源，也影响了市容，希望有关部门尽快解决此事，感谢。,2021-05-25 16:57:58,经江北石马河街道核实，群众反映情况属实。目前，街道已安排综合执法大队对该处不规范停车行为整治完毕，并对占用公共停车位车主进行宣传教育，要求合法规范使用车位，不得随意占用公共资源。
北碚区蔡家地铁站出口游商占道经营影响通行,【网上12345】  北碚区蔡家岗街道蔡家地铁站2B出口处附近人行道上长期有游商占道经营，致行人来往通行不便。,2021-05-13 10:39:44,经北碚区蔡家岗街道执法人员核实，群众反映情况属实。5月13日，执法人员对该处占道经营的游商进行劝离，并持续加强巡查，发现游商占道经营现象立即整改，保障出行畅通。
长寿区文苑南路行道树遮挡路灯,"【网上12345】文苑南路也就是老档案馆至体育中心文苑大道那一段道路晚上路灯照明很暗,都被行到树给遮住了；整段路都是黑蛐蛐的；再加上晚上那段道路上的车开得很快！给行人夜间出行带来极大的安全隐患。希望有关部门能尽快处理一下；谢谢",2021-04-21 19:11:44,经长寿区菩提街道桃花社区工作人员核实，群众反映情况属实。文苑南路老档案馆至体育中心文苑大道部分路段行道树树叶遮挡路灯，影响照明效果。经园林绿化管理所处置，已对遮挡路灯的行道树枝条进行修剪，以保障路灯照明效果和行人出行安全。
万盛经开区塔山社区路段私家车占道停车现象突出,【网上12345】塔山社区主马路两边人行道经常停满私家车、和盛小区到福耀学校路上偶尔停几辆私家车，导致人行道堵塞，要下到马路绕过乱停的私家车辆，大人有安全意识倒没啥子，小朋友上学路上不安全，希望领导们重视一下,2021-04-19 15:31:27,"经万盛经开区城市管理局核实，群众反映情况属实，执法人员已联系占道停车车主进行批评教育，并劝导其将车辆规范停入周边停车场内。今后，将增派人员加强日常巡查管理力度，并按照处罚与教育相结合的原则，切实规范人行道车辆违停现象，畅通市民出行环境。
"
